"","MSSubClass","MSZoning","Alley","Neighborhood","BldgType","OverallQual","Foundation","BsmtQual","BsmtFinType1","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageFinish","GarageCars","PavedDrive","SaleCondition","SalePrice"
"524",60,"RL","0","Edwards","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",3138,1538,4676,3,"Ex",11,"1","1",3,"Y","Partial",184750
"525",60,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1383,1015,2398,2,"Gd",8,"1","1",3,"Y","Normal",315750
"526",20,"FV","2","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1266,0,1266,2,"Gd",6,"1","3",2,"Y","Normal",176000
"527",20,"RL","0","NAmes","1Fam",5,"CBlock","3","5","Gas","TA","Y","SBrkr",928,0,928,1,"TA",4,"0","3",1,"Y","Normal",132000
"528",60,"RL","0","NridgHt","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1476,1237,2713,2,"Ex",11,"1","1",3,"Y","Partial",446261
"529",30,"RL","0","Edwards","1Fam",4,"BrkTil","4","1","Gas","Ex","Y","SBrkr",605,0,605,1,"TA",5,"0","0",0,"N","Normal",86000
"530",20,"RL","0","Crawfor","1Fam",6,"PConc","4","5","Gas","TA","Y","SBrkr",2515,0,2515,3,"TA",9,"1","2",2,"Y","Alloca",200624
"531",80,"RL","0","Timber","1Fam",6,"CBlock","3","3","Gas","Ex","Y","SBrkr",1509,0,1509,2,"Gd",5,"1","2",2,"Y","Abnorml",175000
"532",70,"RM","0","BrkSide","1Fam",6,"BrkTil","2","6","Gas","Ex","Y","SBrkr",751,611,1362,2,"TA",6,"0","1",2,"Y","Normal",128000
"533",20,"RL","0","NAmes","1Fam",5,"Slab","0","0","Gas","Ex","Y","SBrkr",827,0,827,1,"TA",5,"1","3",1,"Y","Normal",107500
"534",20,"RL","0","BrkSide","1Fam",1,"Slab","0","0","Gas","Fa","N","0",334,0,334,1,"Fa",2,"0","0",0,"N","Normal",39300
"535",60,"RL","0","Gilbert","1Fam",8,"PConc","1","6","Gas","Ex","Y","SBrkr",707,707,1414,2,"Gd",6,"1","1",2,"Y","Normal",178000
"536",190,"RL","0","Edwards","2fmCon",5,"CBlock","3","3","Gas","TA","Y","SBrkr",820,527,1347,1,"TA",5,"0","0",0,"N","Normal",107500
"537",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",880,844,1724,2,"Gd",8,"0","1",2,"Y","Normal",188000
"538",20,"RL","0","NAmes","1Fam",4,"CBlock","4","2","Gas","TA","Y","SBrkr",864,0,864,1,"TA",5,"0","3",2,"Y","Normal",111250
"539",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1159,0,1159,1,"TA",7,"1","3",1,"Y","Normal",158000
"540",20,"RL","0","CollgCr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1601,0,1601,2,"Gd",6,"1","2",2,"Y","Normal",272000
"541",20,"RL","0","Timber","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1838,0,1838,2,"Ex",8,"1","1",3,"Y","Normal",315000
"542",60,"RL","0","NoRidge","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",997,1288,2285,2,"Gd",8,"1","1",3,"Y","Normal",248000
"543",20,"RL","0","NWAmes","1Fam",7,"PConc","1","4","Gas","Ex","Y","SBrkr",1680,0,1680,2,"Gd",7,"1","1",2,"Y","Normal",213250
"544",120,"RH","0","NAmes","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",767,0,767,1,"TA",4,"0","1",1,"Y","Normal",133000
"545",60,"RL","0","Gilbert","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",664,832,1496,2,"Gd",7,"1","2",2,"Y","Partial",179665
"546",50,"RL","0","NWAmes","1Fam",7,"PConc","3","3","Gas","Gd","Y","SBrkr",1377,806,2183,2,"Gd",9,"0","3",3,"Y","Normal",229000
"547",50,"RL","0","BrkSide","1Fam",6,"BrkTil","3","5","Gas","Ex","Y","0",915,720,1635,1,"TA",6,"1","3",2,"Y","Normal",210000
"548",85,"RL","0","Mitchel","1Fam",5,"CBlock","3","1","Gas","Ex","Y","SBrkr",768,0,768,1,"TA",5,"0","3",2,"Y","Normal",129500
"549",20,"RM","0","OldTown","1Fam",5,"CBlock","4","4","Gas","TA","Y","SBrkr",825,0,825,1,"TA",4,"0","2",2,"Y","Normal",125000
"550",60,"FV","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",912,1182,2094,2,"Gd",8,"1","1",2,"Y","Normal",263000
"551",120,"RL","0","NPkVill","TwnhsE",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1069,0,1069,2,"TA",4,"0","2",2,"Y","Abnorml",140000
"552",20,"RM","0","OldTown","1Fam",5,"CBlock","4","5","Gas","Gd","Y","0",928,0,928,1,"TA",5,"0","1",1,"Y","Normal",112500
"553",20,"RL","0","NridgHt","1Fam",8,"PConc","1","6","Gas","Ex","Y","SBrkr",1717,0,1717,2,"Gd",7,"1","2",3,"Y","Normal",255500
"554",20,"RL","0","Edwards","1Fam",4,"CBlock","0","0","Gas","Ex","Y","SBrkr",1126,0,1126,2,"Gd",5,"0","1",2,"N","Normal",108000
"555",60,"RL","0","NridgHt","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1006,1040,2046,2,"Gd",8,"1","2",3,"Y","Normal",284000
"556",45,"RM","0","BrkSide","1Fam",5,"BrkTil","4","6","Gas","TA","Y","0",1048,0,1048,1,"TA",5,"1","3",1,"Y","Normal",113000
"557",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","0",1092,0,1092,1,"TA",6,"1","1",1,"Y","Normal",141000
"558",50,"C (all)","0","IDOTRR","1Fam",4,"CBlock","4","5","Gas","Gd","Y","SBrkr",897,439,1336,1,"TA",7,"0","3",1,"Y","Normal",108000
"559",60,"RL","0","Gilbert","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",729,717,1446,2,"TA",6,"1","3",2,"Y","Normal",175000
"560",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1557,0,1557,2,"Gd",7,"1","1",2,"Y","Normal",234000
"561",20,"RL","0","Sawyer","1Fam",5,"CBlock","3","1","Gas","TA","Y","SBrkr",1392,0,1392,1,"TA",5,"1","3",2,"Y","Normal",121500
"562",20,"RL","0","Mitchel","1Fam",5,"CBlock","3","1","Gas","Gd","Y","SBrkr",1389,0,1389,1,"TA",6,"1","2",2,"Y","Normal",170000
"563",30,"RL","0","Edwards","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",996,0,996,1,"TA",6,"1","0",0,"Y","Normal",108000
"564",50,"RL","0","Edwards","1Fam",6,"BrkTil","3","6","Gas","Ex","Y","SBrkr",1163,511,1674,2,"TA",8,"1","1",2,"N","Normal",185000
"565",60,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1166,1129,2295,2,"Gd",9,"1","2",2,"Y","Normal",268000
"566",70,"RL","0","SWISU","1Fam",6,"PConc","3","6","Gas","TA","N","0",841,806,1647,1,"Fa",6,"0","3",1,"Y","Normal",128000
"567",60,"RL","0","StoneBr","1Fam",9,"PConc","3","6","Gas","Ex","Y","SBrkr",1134,1370,2504,2,"Ex",11,"1","1",3,"Y","Normal",325000
"568",20,"RL","0","NridgHt","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1535,0,1535,2,"Gd",7,"0","2",2,"Y","Normal",214000
"569",50,"RL","0","SawyerW","1Fam",8,"CBlock","3","3","Gas","Ex","Y","SBrkr",1496,636,2132,1,"Gd",5,"1","1",2,"Y","Normal",316600
"570",90,"RL","0","NAmes","Duplex",5,"CBlock","3","3","Gas","TA","Y","SBrkr",943,0,943,1,"TA",4,"1","3",2,"Y","Normal",135960
"571",90,"RL","0","NAmes","Duplex",5,"CBlock","4","4","Gas","TA","Y","SBrkr",1728,0,1728,2,"TA",10,"0","3",2,"Y","Normal",142600
"572",20,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","Ex","Y","SBrkr",864,0,864,1,"Gd",4,"0","3",1,"Y","Abnorml",120000
"573",60,"RL","0","Timber","1Fam",7,"PConc","1","6","Gas","Gd","Y","SBrkr",846,846,1692,2,"Gd",6,"0","2",2,"Y","Partial",224500
"574",80,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",774,656,1430,2,"TA",8,"1","2",2,"Y","Normal",170000
"575",80,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",576,533,1109,1,"TA",5,"0","3",1,"Y","Normal",139000
"576",50,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",832,384,1216,1,"TA",6,"0","3",1,"Y","Abnorml",118500
"577",50,"RL","0","SWISU","1Fam",7,"BrkTil","4","6","Gas","Gd","Y","SBrkr",877,600,1477,2,"TA",6,"1","3",1,"Y","Normal",145000
"578",80,"RL","0","Sawyer","1Fam",5,"CBlock","4","4","Gas","Ex","Y","SBrkr",1320,0,1320,1,"TA",6,"1","2",2,"Y","Abnorml",164500
"579",160,"FV","2","Somerst","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",703,689,1392,2,"Gd",5,"0","3",2,"Y","Abnorml",146000
"580",50,"RM","1","OldTown","1Fam",5,"BrkTil","4","6","Gas","Ex","N","0",1050,745,1795,2,"TA",7,"0","3",1,"Y","Normal",131500
"581",20,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","Ex","Y","SBrkr",1429,0,1429,1,"Gd",7,"1","3",2,"Y","Normal",181900
"582",20,"RL","0","NridgHt","1Fam",8,"PConc","1","6","Gas","Ex","Y","SBrkr",2042,0,2042,2,"Ex",8,"1","2",3,"Y","Partial",253293
"583",90,"RL","0","Edwards","Duplex",6,"CBlock","3","3","Gas","TA","Y","SBrkr",816,0,816,1,"TA",5,"0","0",0,"Y","Normal",118500
"584",75,"RM","0","OldTown","1Fam",10,"BrkTil","4","6","Gas","Gd","Y","SBrkr",1521,1254,2775,3,"Gd",9,"1","3",2,"Y","Normal",325000
"585",50,"RM","0","BrkSide","1Fam",4,"BrkTil","4","6","Gas","Ex","Y","SBrkr",989,584,1573,1,"Gd",6,"0","3",1,"Y","Normal",133000
"586",20,"RL","0","Timber","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",2028,0,2028,2,"Gd",7,"1","2",3,"Y","Partial",369900
"587",30,"RL","0","BrkSide","1Fam",6,"BrkTil","4","5","Gas","Ex","Y","SBrkr",838,0,838,1,"Fa",5,"0","1",1,"N","Normal",130000
"588",85,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",860,0,860,1,"TA",4,"0","3",2,"Y","Normal",137000
"589",20,"RL","0","ClearCr","1Fam",5,"CBlock","4","3","Gas","Ex","Y","SBrkr",1473,0,1473,1,"Ex",5,"1","3",1,"Y","Partial",143000
"590",40,"RM","0","BrkSide","1Fam",5,"BrkTil","4","6","Gas","TA","Y","0",779,0,935,1,"TA",4,"0","3",1,"N","Normal",79500
"591",60,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",770,812,1582,2,"Gd",6,"0","2",2,"Y","Normal",185900
"592",60,"RL","0","NridgHt","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",1728,568,2296,2,"Ex",10,"1","2",3,"Y","Normal",451950
"593",20,"RL","0","Mitchel","1Fam",5,"PConc","4","3","Gas","Ex","Y","SBrkr",816,0,816,1,"TA",4,"0","1",2,"Y","Normal",138000
"594",120,"RM","0","CollgCr","TwnhsE",6,"PConc","3","3","Gas","Ex","Y","SBrkr",848,0,848,1,"Gd",4,"0","1",2,"Y","Normal",140000
"595",20,"RL","0","CollgCr","1Fam",5,"CBlock","3","6","Gas","TA","Y","SBrkr",924,0,924,1,"TA",5,"0","3",1,"Y","Normal",110000
"596",20,"RL","0","StoneBr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1826,0,1826,2,"Gd",7,"1","1",3,"Y","Partial",319000
"597",70,"RM","1","OldTown","1Fam",6,"CBlock","4","6","Gas","Ex","N","0",684,684,1368,1,"TA",7,"0","3",1,"N","Normal",114504
"598",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","1","6","Gas","Ex","Y","SBrkr",1402,0,1402,0,"Gd",7,"1","1",3,"Y","Partial",194201
"599",20,"RL","0","Crawfor","1Fam",5,"CBlock","3","1","Gas","Ex","Y","SBrkr",1647,0,1647,2,"Gd",7,"1","1",2,"Y","Normal",217500
"600",160,"RM","0","Blueste","Twnhs",6,"CBlock","3","4","Gas","TA","Y","SBrkr",716,840,1556,2,"TA",6,"1","1",2,"Y","Normal",151000
"601",60,"RL","0","NridgHt","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1058,846,1904,2,"Ex",8,"1","1",2,"Y","Normal",275000
"602",50,"RM","0","IDOTRR","1Fam",6,"PConc","4","6","Gas","TA","Y","SBrkr",780,595,1375,1,"Gd",6,"1","3",1,"N","Normal",141000
"603",60,"RL","0","SawyerW","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",927,988,1915,2,"Gd",8,"1","1",2,"Y","Abnorml",220000
"604",160,"FV","2","Somerst","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",600,600,1200,2,"Gd",4,"0","2",2,"Y","Normal",151000
"605",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1494,0,1494,2,"Gd",6,"1","2",2,"Y","Normal",221000
"606",60,"RL","0","NAmes","1Fam",7,"CBlock","4","2","Gas","TA","Y","SBrkr",1186,800,1986,2,"TA",7,"1","3",2,"Y","Normal",205000
"607",20,"RL","0","CollgCr","1Fam",5,"PConc","3","3","Gas","Gd","Y","SBrkr",1040,0,1040,1,"Gd",6,"0","3",2,"Y","Normal",152000
"608",20,"RL","0","Edwards","1Fam",5,"CBlock","4","3","Gas","Ex","Y","SBrkr",1112,896,2008,3,"Ex",8,"0","3",1,"Y","Normal",225000
"609",70,"RL","0","Crawfor","1Fam",8,"PConc","3","2","Gas","TA","Y","SBrkr",1940,1254,3194,2,"TA",10,"1","3",2,"Y","Alloca",359100
"610",20,"RL","0","Sawyer","1Fam",4,"CBlock","4","5","Gas","Gd","Y","SBrkr",1029,0,1029,1,"TA",5,"0","3",1,"Y","Normal",118500
"611",60,"RL","0","CollgCr","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1476,677,2153,2,"Ex",8,"1","1",3,"Y","Normal",313000
"612",80,"RL","0","NWAmes","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1032,0,1032,2,"TA",6,"1","3",2,"Y","Normal",148000
"613",60,"RL","0","CollgCr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1299,573,1872,2,"Ex",7,"1","2",2,"Y","Normal",261500
"614",20,"RL","0","Mitchel","1Fam",5,"PConc","3","1","Gas","Ex","Y","SBrkr",1120,0,1120,1,"TA",6,"0","0",0,"Y","Partial",147000
"615",180,"RM","0","MeadowV","TwnhsE",4,"CBlock","3","4","Gas","Ex","Y","SBrkr",630,0,630,1,"TA",3,"0","0",0,"Y","Normal",75500
"616",85,"RL","0","NAmes","1Fam",6,"PConc","4","3","Gas","Ex","Y","SBrkr",1054,0,1054,1,"Gd",6,"0","2",2,"Y","Abnorml",137500
"617",60,"RL","0","Gilbert","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",807,702,1509,2,"Gd",7,"1","1",2,"Y","Normal",183200
"618",45,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","Gd","Y","SBrkr",832,0,832,1,"Gd",4,"0","3",2,"Y","Normal",105500
"619",20,"RL","0","NridgHt","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1828,0,1828,2,"Gd",9,"1","3",3,"Y","Partial",314813
"620",60,"RL","0","Timber","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1482,780,2262,2,"Gd",10,"1","1",3,"Y","Normal",305000
"621",30,"RL","1","Edwards","1Fam",3,"BrkTil","4","2","Gas","TA","N","0",864,0,864,1,"TA",5,"0","0",0,"N","Normal",67000
"622",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1548,1066,2614,2,"TA",9,"1","2",2,"Y","Normal",240000
"623",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",980,0,980,1,"TA",6,"0","3",2,"Y","Normal",135000
"624",160,"FV","0","Somerst","TwnhsE",6,"PConc","3","3","Gas","Ex","Y","SBrkr",756,756,1512,2,"Gd",4,"1","3",2,"Y","Normal",168500
"625",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","5","Gas","Gd","Y","SBrkr",1012,778,1790,1,"TA",8,"1","2",2,"Y","Normal",165150
"626",20,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","TA","Y","SBrkr",1116,0,1116,1,"TA",5,"0","3",2,"Y","Normal",160000
"627",20,"RL","0","NAmes","1Fam",5,"CBlock","4","6","Gas","TA","Y","SBrkr",1422,0,1422,1,"TA",6,"1","2",1,"Y","Normal",139900
"628",80,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","Ex","Y","SBrkr",1520,0,1520,1,"TA",7,"1","2",1,"Y","Normal",153000
"629",60,"RL","0","NAmes","1Fam",5,"PConc","3","5","Gas","TA","Y","SBrkr",1040,1040,2080,1,"Fa",9,"1","3",2,"Y","Family",135000
"630",80,"RL","0","NAmes","1Fam",6,"CBlock","4","3","Gas","TA","Y","SBrkr",1350,0,1350,1,"TA",6,"0","2",2,"Y","Normal",168500
"631",70,"RM","1","OldTown","1Fam",5,"BrkTil","2","6","Gas","TA","Y","0",1089,661,1750,1,"Ex",8,"0","3",1,"N","Abnorml",124000
"632",120,"RL","0","NridgHt","Twnhs",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1554,0,1554,2,"Gd",6,"1","2",2,"Y","Normal",209500
"633",20,"RL","0","NWAmes","1Fam",7,"CBlock","4","1","Gas","TA","Y","SBrkr",1411,0,1411,2,"TA",6,"1","1",2,"Y","Family",82500
"634",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1056,0,1056,1,"TA",6,"0","3",1,"Y","Normal",139400
"635",90,"RL","0","OldTown","Duplex",6,"CBlock","4","3","Gas","Gd","Y","SBrkr",1056,0,1056,0,"TA",4,"0","3",2,"Y","Normal",144000
"636",190,"RH","2","SWISU","2fmCon",6,"CBlock","4","4","Gas","Ex","Y","0",1440,1440,3395,2,"Fa",14,"0","0",0,"N","Abnorml",200000
"637",30,"RM","0","BrkSide","1Fam",2,"BrkTil","4","6","NonGas","Fa","N","0",800,0,800,1,"Fa",4,"1","0",0,"N","Normal",60000
"638",190,"RM","0","OldTown","2fmCon",5,"CBlock","4","6","Gas","TA","Y","0",811,576,1387,2,"Gd",7,"0","3",1,"Y","Normal",93000
"639",30,"RL","0","Edwards","1Fam",5,"CBlock","2","6","Gas","Gd","Y","0",796,0,796,1,"TA",4,"0","0",0,"N","Normal",85000
"640",120,"RL","0","Blmngtn","TwnhsE",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1567,0,1567,2,"Ex",7,"1","1",3,"Y","Partial",264561
"641",120,"RL","0","NridgHt","TwnhsE",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1518,0,1518,1,"Ex",6,"1","2",2,"Y","Normal",274000
"642",60,"FV","0","Somerst","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1057,872,1929,2,"Gd",7,"1","1",2,"Y","Normal",226000
"643",80,"RL","0","NAmes","1Fam",8,"CBlock","3","3","Gas","Gd","Y","SBrkr",2000,704,2704,2,"Ex",9,"1","1",2,"Y","Normal",345000
"644",60,"RL","0","NWAmes","1Fam",5,"CBlock","4","5","Gas","Ex","Y","SBrkr",780,840,1620,2,"TA",7,"0","1",2,"Y","Normal",152000
"645",20,"FV","0","Somerst","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1766,0,1766,2,"Ex",7,"1","1",3,"Y","Partial",370878
"646",20,"RL","0","NAmes","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",981,0,981,1,"TA",5,"0","3",2,"Y","Normal",143250
"647",20,"RL","0","NAmes","1Fam",5,"CBlock","0","0","Gas","Gd","Y","SBrkr",1048,0,1048,1,"TA",7,"0","3",2,"Y","Normal",98300
"648",20,"RL","0","Edwards","1Fam",6,"CBlock","4","5","Gas","Ex","Y","SBrkr",1094,0,1094,1,"TA",5,"1","2",2,"Y","Normal",155000
"649",60,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","TA","Y","SBrkr",1051,788,1839,1,"TA",7,"1","3",2,"Y","Normal",155000
"650",180,"RM","0","MeadowV","Twnhs",4,"CBlock","3","2","Gas","Gd","Y","SBrkr",630,0,630,1,"TA",3,"0","0",0,"Y","Normal",84500
"651",60,"FV","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",822,843,1665,2,"Gd",7,"0","2",2,"Y","Normal",205950
"652",70,"RL","0","Edwards","1Fam",4,"CBlock","4","6","Gas","TA","Y","SBrkr",755,755,1510,1,"TA",7,"1","3",1,"N","Normal",108000
"653",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",909,807,1716,2,"Gd",7,"1","2",2,"Y","Normal",191000
"654",50,"RM","1","IDOTRR","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",756,713,1469,1,"TA",7,"0","3",1,"Y","Normal",135000
"655",20,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",2113,0,2113,2,"Gd",7,"1","1",3,"Y","Normal",350000
"656",160,"RM","0","BrDale","Twnhs",6,"CBlock","4","6","Gas","TA","Y","SBrkr",525,567,1092,1,"TA",6,"0","3",1,"Y","Family",88000
"657",20,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",1053,0,1053,1,"Gd",5,"0","2",1,"Y","Normal",145500
"658",70,"RL","0","Crawfor","1Fam",7,"BrkTil","3","6","Gas","TA","Y","SBrkr",851,651,1502,1,"TA",6,"1","2",1,"N","Normal",149000
"659",50,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","TA","Y","SBrkr",912,546,1458,1,"TA",6,"1","3",1,"Y","Abnorml",97500
"660",20,"RL","0","Edwards","1Fam",5,"PConc","4","2","Gas","Ex","Y","SBrkr",1486,0,1486,1,"TA",7,"0","1",2,"Y","Normal",167000
"661",60,"RL","0","NWAmes","1Fam",7,"CBlock","3","6","Gas","TA","Y","SBrkr",1142,793,1935,2,"TA",7,"1","2",2,"Y","Normal",197900
"662",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1686,762,2448,2,"Gd",8,"1","2",3,"Y","Normal",402000
"663",20,"RL","0","NAmes","1Fam",6,"CBlock","2","6","Gas","Gd","Y","SBrkr",1392,0,1392,1,"TA",5,"1","2",2,"Y","Normal",110000
"664",85,"RL","0","Edwards","1Fam",4,"CBlock","3","2","Gas","TA","Y","SBrkr",1181,0,1181,2,"TA",6,"0","2",2,"Y","Normal",137500
"665",20,"RL","0","Somerst","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",2097,0,2097,1,"Ex",8,"1","1",3,"Y","Partial",423000
"666",60,"RL","0","Gilbert","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1454,482,1936,2,"Gd",7,"1","2",2,"Y","Normal",230500
"667",60,"RL","0","NAmes","1Fam",6,"CBlock","3","4","Gas","TA","Y","SBrkr",1465,915,2380,2,"TA",7,"1","3",2,"Y","Abnorml",129000
"668",20,"RL","0","SawyerW","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",1679,0,1679,2,"Gd",7,"1","2",2,"Y","Normal",193500
"669",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","5","Gas","Gd","Y","SBrkr",1437,0,1437,1,"TA",6,"1","3",2,"Y","Normal",168000
"670",30,"RL","0","Crawfor","1Fam",4,"BrkTil","2","6","Gas","Ex","Y","SBrkr",1180,0,1180,1,"Fa",5,"1","3",1,"Y","Normal",137500
"671",60,"RL","0","CollgCr","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",738,738,1476,2,"Gd",7,"0","1",2,"Y","Normal",173500
"672",70,"RH","0","Edwards","1Fam",6,"BrkTil","4","2","Gas","TA","N","SBrkr",697,672,1369,2,"TA",6,"0","3",1,"Y","Normal",103600
"673",20,"RL","0","Veenker","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1208,0,1208,1,"TA",6,"1","2",2,"Y","Normal",165000
"674",20,"RL","0","Crawfor","1Fam",6,"PConc","4","3","Gas","Ex","Y","SBrkr",1839,0,1839,2,"Gd",7,"1","1",2,"Y","Normal",257500
"675",20,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1136,0,1136,1,"TA",5,"1","2",1,"Y","Normal",140000
"676",160,"RL","0","NPkVill","Twnhs",6,"CBlock","4","1","Gas","TA","Y","SBrkr",855,586,1441,2,"TA",7,"1","3",2,"Y","Normal",148500
"677",70,"RM","1","OldTown","1Fam",4,"BrkTil","4","6","Gas","Fa","N","SBrkr",1095,679,1774,2,"TA",8,"0","3",3,"N","Normal",87000
"678",30,"RL","0","OldTown","1Fam",5,"BrkTil","4","6","Gas","Ex","Y","SBrkr",792,0,792,1,"Gd",5,"0","3",1,"N","Normal",109500
"679",20,"RL","0","StoneBr","1Fam",8,"PConc","1","6","Gas","Ex","Y","SBrkr",2046,0,2046,2,"Gd",7,"1","1",3,"Y","Partial",372500
"680",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",988,0,988,1,"TA",5,"0","3",2,"Y","Normal",128500
"681",120,"RL","0","SawyerW","TwnhsE",6,"CBlock","3","2","Gas","TA","Y","SBrkr",923,0,923,2,"TA",5,"1","2",1,"Y","Normal",143000
"682",50,"RH","2","SWISU","1Fam",5,"BrkTil","4","5","Gas","Ex","Y","SBrkr",848,672,1520,1,"TA",6,"0","3",1,"Y","Abnorml",159434
"683",120,"RL","0","ClearCr","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",1291,0,1291,1,"Gd",6,"1","3",2,"Y","Normal",173000
"684",20,"RL","0","CollgCr","1Fam",9,"PConc","3","3","Gas","Ex","Y","SBrkr",1668,0,1668,2,"Gd",7,"1","1",3,"Y","Normal",285000
"685",60,"RL","0","NoRidge","1Fam",7,"PConc","3","6","Gas","Gd","Y","SBrkr",1195,644,1839,2,"TA",7,"0","1",2,"Y","Normal",221000
"686",160,"RL","0","StoneBr","TwnhsE",7,"CBlock","3","3","Gas","Gd","Y","SBrkr",1190,900,2090,2,"Gd",6,"1","1",2,"Y","Normal",207500
"687",60,"FV","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",874,887,1761,3,"Gd",7,"0","1",2,"Y","Partial",227875
"688",160,"FV","0","Somerst","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",551,551,1102,2,"Gd",4,"0","3",2,"Y","Normal",148800
